Ano_1998,Ano_1999,Ano_2000,Ano_2001,Ano_2002,Ano_2003,Ano_2004,Ano_2005,Ano_2006,Ano_2007,Ano_2008,Ano_2009,Ano_2010,Ano_2011,Ano_2012,Ano_2013,Ano_2014,Ano_2015,Ano_2016,Ano_2017,Ano_2018,Ano_2019
3.36,2.92,4.07,4.77,3.43,0.92,-5.56,-14,-26.5,17.9,38.3,47.1,52.3,50,56.5,15,-36.4,8.64,5.75,-71.8,2.48,-11
0.429,1.19,2.48,3.01,2.43,2.18,2.21,2.65,3.82,162.8,82.3,122.4,103,207.4,58,117.1,132,242.5,149.3,182.4,118.1,161.7
4.88,5.16,6.18,4.98,3.24,1.56,1.74,1.88,2.52,5.39,5.07,3.97,7.64,9.58,8.84,15.3,51.4,75.9,123.1,24.9,7.83,-3.97
3.69,7.8,3.59,0.668,0.253,0.351,0.642,0.572,-21,0.541,-5.79,0.757,-7.81,1.15,1.47,2.87,33.2,50.6,72.2,127.1,-143.5,-577.1
-17.9,0.231,-18.8,3.06,5.21,7.73,-0.767,1.87,4.17,8.82,-3.41,8.1,6.51,7.46,10.5,15.1,11.2,11.6,8.26,12.7,17.3,13.3
-15.1,5.15,7.34,4,2.85,3.14,4.15,3.49,17.3,21.3,17.4,15.7,32.1,47.9,24.4,14.5,4.25,16.9,22.3,31.1,34.6,40.4
15.9,22.3,13.6,13.4,21.6,12.5,19.7,14.9,22.4,22.4,17.9,46.4,40.3,20.8,-16.5,-51.9,1.72,-9.88,-36.6,9.49,-1.22,-0.576
2.86,7.85,7.66,8,7.16,4.67,3.59,-9.17,1.14,0.274,1.99,-5.84,4.96,18.3,24.9,24.3,23.8,50,37.3,39.9,42.9,2.68
4.06,6.06,7.56,12.8,19.4,28.5,46.4,39.6,64.9,189,267.1,399.8,815.7,1507.4,1400.4,811.8,85.6,-93.3,-389.5,214.4,361.3,700.3
42.5,29.9,51.5,64.2,113.1,161.3,171.9,194.2,121.8,228.7,355.8,489,652.3,436.9,-297.4,271.2,489.5,620.1,679.7,1077.6,-768.9,669.3
